,result
10226,300
10227,175
10228,38
10229,63
10230,9
10231,237
10232,121
10233,180
10234,136
10235,78
10236,54
10237,13
10238,53
10239,90
10240,28
10241,108
10242,146
10243,78
10244,299
10245,140
10246,242
10247,17
10248,68
10249,114
10250,172
10251,68
10252,30
10253,77
10254,36
10255,204
10256,98
10257,111
10258,186
10259,59
10260,68
10261,77
10262,74
10263,89
10264,51
10265,256
10266,118
10267,35
10268,70
10269,63
10270,71
10271,59
10272,5
10273,179
10274,256
10275,280
10276,127
10277,157
10278,10
10279,81
10280,32
10281,150
10282,209
10283,36
10284,83
10285,94
10286,65
10287,196
10288,42
10289,148
10290,51
10291,147
10292,284
10293,33
10294,315
10295,61
10296,6
10297,124
10298,63
10299,53
10300,124
10301,129
10302,12
10303,189
10304,31
10305,122
10306,246
10307,174
10308,74
10309,7
10310,60
10311,78
10312,9
10313,180
10314,75
10315,61
10316,276
10317,14
10318,58
10319,217
10320,57
10321,8
10322,30
10323,70
10324,110
10325,70
10326,173
10327,11
10328,61
10329,58
10330,191
10331,66
10332,206
10333,72
10334,186
10335,174
10336,89
10337,39
10338,259
10339,146
10340,234
10341,66
10342,49
10343,41
10344,55
10345,133
10346,181
10347,227
10348,71
10349,55
10350,87
10351,36
10352,37
10353,26
10354,21
10355,119
10356,167
10357,60
10358,29
10359,42
10360,8
10361,57
10362,15
10363,59
10364,103
10365,82
10366,84
10367,165
10368,62
10369,77
10370,198
10371,117
10372,66
10373,227
10374,140
10375,189
10376,82
10377,76
10378,340
10379,75
10380,65
10381,66
10382,118
10383,79
10384,151
10385,16
10386,41
10387,134
10388,80
10389,224
10390,37
10391,9
10392,214
10393,61
10394,195
10395,96
10396,204
10397,78
10398,20
10399,24
10400,85
10401,101
10402,81
10403,349
10404,157
10405,140
10406,85
10407,228
10408,103
10409,201
10410,127
10411,221
10412,79
10413,158
10414,193
10415,59
10416,131
10417,59
10418,41
10419,23
10420,61
10421,64
10422,175
10423,185
10424,83
10425,18
10426,65
10427,145
10428,4
10429,265
10430,268
10431,6
10432,61
10433,86
10434,122
10435,179
10436,58
10437,158
10438,158
10439,110
10440,373
10441,9
10442,75
10443,196
10444,33
10445,151
10446,177
10447,174
10448,53
10449,12
10450,167
10451,12
10452,3
10453,100
10454,118
10455,52
10456,57
10457,61
10458,279
10459,100
10460,179
10461,160
10462,72
10463,36
10464,195
10465,77
10466,182
10467,256
10468,39
10469,42
10470,14
10471,181
10472,40
10473,297
10474,68
10475,109
10476,145
10477,49
10478,209
10479,60
10480,24
10481,331
10482,33
10483,42
10484,136
10485,248
10486,60
10487,126
10488,44
10489,17
10490,268
10491,42
10492,40
10493,74
10494,33
10495,34
10496,51
10497,32
10498,74
10499,85
10500,12
10501,30
10502,86
10503,113
10504,139
10505,163
10506,222
10507,159
10508,81
10509,371
10510,213
10511,161
10512,107
10513,185
10514,110
10515,120
10516,73
10517,135
10518,6
10519,199
10520,73
10521,58
10522,105
10523,150
10524,21
10525,111
10526,150
10527,42
10528,141
10529,227
10530,18
10531,27
10532,27
10533,103
10534,40
10535,208
10536,78
10537,66
10538,203
10539,49
10540,91
10541,219
10542,72
10543,15
10544,163
10545,132
10546,127
10547,50
10548,48
10549,268
10550,72
10551,45
10552,244
10553,25
10554,179
10555,101
10556,85
10557,141
10558,77
10559,188
10560,87
10561,303
10562,35
10563,88
10564,12
10565,405
10566,104
10567,67
10568,193
10569,49
10570,200
10571,83
10572,252
10573,106
10574,221
10575,186
10576,204
10577,11
10578,119
10579,67
10580,128
10581,47
10582,67
10583,53
10584,65
10585,24
10586,187
10587,229
10588,33
10589,43
10590,220
10591,197
10592,150
10593,28
10594,180
10595,229
10596,65
10597,80
10598,67
10599,27
10600,254
10601,31
10602,97
10603,35
10604,54
10605,99
10606,178
10607,53
10608,219
10609,7
10610,188
10611,6
10612,36
10613,45
10614,158
10615,187
10616,74
10617,220
10618,58
10619,20
10620,10
10621,99
10622,91
10623,41
10624,5
10625,47
10626,35
10627,283
10628,59
10629,178
10630,148
10631,109
10632,35
10633,50
10634,79
10635,320
10636,88
10637,77
10638,76
10639,7
10640,5
10641,39
10642,79
10643,71
10644,33
10645,227
10646,52
10647,22
10648,91
10649,198
10650,175
10651,3
10652,172
10653,163
10654,172
10655,18
10656,42
10657,87
10658,15
10659,54
10660,17
10661,162
10662,208
10663,269
10664,57
10665,142
10666,18
10667,127
10668,4
10669,11
10670,87
10671,185
10672,284
10673,84
10674,116
10675,85
10676,260
10677,86
10678,35
10679,297
10680,75
10681,159
10682,105
10683,21
10684,97
10685,106
10686,8
10687,13
10688,111
10689,33
10690,237
10691,297
10692,123
10693,191
10694,68
10695,15
10696,368
10697,91
10698,40
10699,160
10700,143
10701,27
10702,51
10703,67
10704,24
10705,100
10706,8
10707,22
10708,38
10709,314
10710,36
10711,205
10712,60
10713,159
10714,31
10715,47
10716,36
10717,327
10718,215
10719,171
10720,93
10721,29
10722,100
10723,153
10724,94
10725,108
10726,56
10727,71
10728,41
10729,143
10730,126
10731,79
10732,242
10733,185
10734,199
10735,309
10736,131
10737,169
10738,26
10739,170
10740,35
10741,47
10742,17
10743,97
10744,306
10745,27
10746,207
10747,3
10748,67
10749,68
10750,47
10751,315
10752,42
10753,60
10754,65
10755,83
10756,38
10757,123
10758,83
10759,25
10760,48
10761,109
10762,80
10763,52
10764,75
10765,4
10766,71
10767,5
10768,34
10769,30
10770,46
10771,63
10772,24
10773,231
10774,108
10775,16
10776,102
10777,16
10778,69
10779,43
10780,159
10781,172
10782,107
10783,70
10784,183
10785,6
10786,147
10787,64
10788,391
10789,42
10790,54
10791,160
10792,88
10793,59
10794,27
10795,6
10796,86
10797,2
10798,25
10799,229
10800,259
10801,35
10802,64
10803,68
10804,75
10805,28
10806,53
10807,82
10808,60
10809,124
10810,202
10811,135
10812,134
10813,207
10814,28
10815,76
10816,78
10817,22
10818,43
10819,115
10820,119
10821,90
10822,67
10823,306
10824,43
10825,48
10826,42
10827,38
10828,97
10829,4
10830,83
10831,35
10832,168
10833,18
10834,216
10835,35
10836,111
10837,65
10838,55
10839,201
10840,114
10841,55
10842,48
10843,26
10844,39
10845,82
10846,53
10847,186
10848,102
10849,89
10850,17
10851,61
10852,1
10853,178
10854,39
10855,23
10856,298
10857,137
10858,47
10859,45
10860,13
10861,86
10862,95
10863,8
10864,55
10865,297
10866,51
10867,60
10868,61
10869,8
10870,182
10871,91
10872,78
10873,31
10874,53
10875,161
10876,17
10877,125
10878,180
10879,132
10880,148
10881,197
10882,44
10883,29
10884,155
10885,141
10886,98
10887,102
10888,70
10889,17
10890,202
10891,128
10892,214
10893,251
10894,140
10895,142
10896,62
10897,246
10898,139
10899,91
10900,37
10901,132
10902,58
10903,286
10904,80
10905,55
10906,155
10907,287
10908,59
10909,23
10910,363
10911,241
10912,37
10913,102
10914,72
10915,95
10916,19
10917,52
10918,26
10919,300
10920,60
10921,48
10922,199
10923,253
10924,235
10925,105
10926,77
10927,119
10928,387
10929,140
10930,54
10931,229
10932,124
10933,160
10934,69
10935,225
10936,51
10937,343
10938,141
10939,39
10940,106
10941,202
10942,101
10943,73
10944,52
10945,75
10946,123
10947,79
10948,344
10949,215
10950,59
10951,31
10952,148
10953,81
10954,99
10955,123
10956,111
10957,153
10958,54
10959,181
10960,21
10961,19
10962,248
10963,194
10964,57
10965,158
10966,126
10967,30
10968,101
10969,55
10970,250
10971,192
10972,168
10973,81
10974,94
10975,102
10976,83
10977,11
10978,9
10979,233
10980,18
10981,101
10982,95
10983,190
10984,3
10985,47
10986,27
10987,45
10988,258
10989,284
10990,147
10991,64
10992,191
10993,363
10994,41
10995,188
10996,37
10997,36
10998,39
10999,219
11000,123
11001,220
11002,116
11003,312
11004,269
11005,11
11006,146
11007,358
11008,64
11009,252
11010,124
11011,274
11012,60
11013,40
11014,116
11015,54
11016,185
11017,131
11018,118
11019,43
11020,44
11021,37
11022,76
11023,308
11024,289
11025,135
11026,199
11027,8
11028,72
11029,88
11030,27
11031,125
11032,97
11033,331
11034,349
11035,27
11036,41
11037,42
11038,376
11039,128
11040,121
11041,118
11042,15
11043,15
11044,28
11045,117
11046,1
11047,110
11048,97
11049,185
11050,191
11051,74
11052,4
11053,39
11054,44
11055,64
11056,247
11057,187
11058,112
11059,127
11060,154
11061,86
11062,86
11063,77
11064,114
11065,4
11066,209
11067,12
11068,131
11069,67
11070,140
11071,34
11072,208
11073,213
11074,178
11075,36
11076,35
11077,85
11078,144
11079,94
11080,66
11081,33
11082,55
11083,4
11084,45
11085,129
11086,59
11087,183
11088,222
11089,260
11090,184
11091,255
11092,1
11093,105
11094,90
11095,29
11096,65
11097,104
11098,223
11099,34
11100,66
11101,8
11102,86
11103,125
11104,33
11105,72
11106,65
11107,159
11108,386
11109,76
11110,76
11111,138
11112,151
11113,33
11114,185
11115,50
11116,234
11117,158
11118,174
11119,83
11120,53
11121,35
11122,194
11123,292
11124,81
11125,58
11126,57
11127,49
11128,87
11129,187
11130,47
11131,307
11132,5
11133,140
11134,273
11135,46
11136,1
11137,286
11138,28
11139,136
11140,229
11141,39
11142,50
11143,151
11144,85
11145,80
11146,49
11147,219
11148,44
11149,56
11150,227
11151,113
11152,110
11153,233
11154,134
11155,390
11156,108
11157,41
11158,278
11159,77
11160,39
11161,39
11162,21
11163,81
11164,150
11165,44
11166,194
11167,200
11168,2
11169,140
11170,89
11171,94
11172,169
11173,207
11174,87
11175,127
11176,38
11177,44
11178,65
11179,214
11180,131
11181,74
11182,147
11183,51
11184,182
11185,147
11186,38
11187,256
11188,296
11189,78
11190,76
11191,38
11192,353
11193,47
11194,121
11195,14
11196,28
11197,24
11198,39
11199,141
11200,145
11201,106
11202,63
11203,42
11204,212
11205,378
11206,27
11207,136
11208,79
11209,335
11210,56
11211,231
11212,29
11213,278
11214,219
11215,207
11216,210
11217,120
11218,44
11219,154
11220,12
11221,77
11222,332
11223,14
11224,1
11225,260
11226,182
11227,97
11228,112
11229,186
11230,348
11231,83
11232,191
11233,164
11234,201
11235,132
11236,56
11237,64
11238,204
11239,144
11240,134
11241,56
11242,40
11243,50
11244,72
11245,118
11246,286
11247,7
11248,123
11249,27
11250,195
11251,195
11252,130
11253,68
11254,109
11255,97
11256,146
11257,119
11258,178
11259,118
11260,181
11261,23
11262,29
11263,12
11264,52
11265,88
11266,84
11267,58
11268,86
11269,17
11270,18
11271,118
11272,10
11273,276
11274,125
11275,27
11276,262
11277,57
11278,76
11279,98
11280,355
11281,166
11282,56
11283,117
11284,46
11285,138
11286,91
11287,124
11288,146
11289,138
11290,23
11291,42
11292,84
11293,225
11294,187
11295,61
11296,181
11297,187
11298,8
11299,253
11300,193
11301,115
11302,9
11303,71
11304,153
11305,27
11306,25
11307,231
11308,4
11309,36
11310,112
11311,96
11312,70
11313,22
11314,10
11315,9
11316,224
11317,172
11318,26
11319,53
11320,14
11321,196
11322,18
11323,84
11324,331
11325,182
11326,24
11327,274
11328,23
11329,107
11330,7
11331,99
11332,26
11333,107
11334,299
11335,128
11336,323
11337,87
11338,66
11339,61
11340,34
11341,123
11342,97
11343,97
11344,46
11345,46
11346,171
11347,147
11348,15
11349,301
11350,43
11351,85
11352,188
11353,59
11354,100
11355,146
11356,274
11357,93
11358,127
11359,121
11360,296
11361,21
11362,240
11363,115
11364,144
11365,51
11366,96
11367,54
11368,347
11369,53
11370,184
11371,86
11372,300
11373,182
11374,146
11375,118
11376,319
11377,143
11378,85
11379,28
11380,117
11381,6
11382,24
11383,69
11384,198
11385,21
11386,67
11387,70
11388,99
11389,146
11390,45
11391,167
11392,224
11393,12
11394,94
11395,182
11396,157
11397,230
11398,42
11399,193
11400,349
11401,53
11402,173
11403,112
11404,230
11405,84
11406,105
11407,27
11408,63
11409,237
11410,55
11411,258
11412,50
11413,76
11414,225
11415,339
11416,60
11417,100
11418,73
11419,335
11420,69
11421,156
11422,314
11423,95
11424,193
11425,27
11426,39
11427,31
11428,126
11429,225
11430,103
11431,7
11432,245
11433,48
11434,59
11435,74
11436,108
11437,36
11438,46
11439,132
11440,17
11441,23
11442,81
11443,42
11444,255
11445,215
11446,19
11447,14
11448,106
11449,30
11450,75
11451,78
11452,143
11453,71
11454,74
11455,178
11456,94
11457,102
11458,113
11459,228
11460,54
11461,67
11462,139
11463,94
11464,111
11465,68
11466,28
11467,49
11468,66
11469,151
11470,124
11471,70
11472,15
11473,50
11474,26
11475,218
11476,187
11477,94
11478,245
11479,48
11480,199
11481,70
11482,50
11483,165
11484,37
11485,31
11486,105
11487,51
11488,172
11489,136
11490,45
11491,126
11492,103
11493,107
11494,224
11495,158
11496,127
11497,116
11498,32
11499,53
11500,65
11501,87
11502,47
11503,130
11504,11
11505,144
11506,42
11507,51
11508,79
11509,185
11510,77
11511,94
11512,199
11513,132
11514,117
11515,189
11516,174
11517,35
11518,65
11519,227
11520,1
11521,11
11522,84
11523,38
11524,81
11525,62
11526,175
11527,98
11528,205
11529,47
11530,66
11531,5
11532,33
11533,26
11534,75
11535,128
11536,44
11537,107
11538,277
11539,27
11540,88
11541,23
11542,40
11543,141
11544,7
11545,6
11546,168
11547,48
11548,105
11549,7
11550,94
11551,225
11552,152
11553,114
11554,147
11555,113
11556,10
11557,194
11558,147
11559,135
11560,100
11561,110
11562,154
11563,107
11564,136
11565,46
11566,97
11567,138
11568,141
11569,58
11570,48
11571,27
11572,109
11573,1
11574,27
11575,4
11576,174
11577,51
11578,112
11579,183
11580,109
11581,13
11582,74
11583,35
11584,85
11585,287
11586,312
11587,83
11588,68
11589,34
11590,28
11591,45
11592,92
11593,26
11594,37
11595,180
11596,162
11597,70
11598,54
11599,88
11600,88
11601,194
11602,70
11603,128
11604,16
11605,261
11606,20
11607,340
11608,110
11609,251
11610,80
11611,267
11612,23
11613,10
11614,71
11615,98
11616,212
11617,37
11618,213
11619,67
11620,190
11621,98
11622,64
11623,164
11624,182
11625,240
11626,33
11627,146
11628,75
11629,34
11630,1
11631,112
11632,203
11633,16
11634,142
11635,163
11636,261
11637,331
11638,52
11639,45
11640,24
11641,307
11642,17
11643,20
11644,171
11645,139
11646,27
11647,120
11648,37
11649,477
11650,32
11651,35
11652,29
11653,100
11654,142
11655,204
11656,157
11657,203
11658,145
11659,205
11660,28
11661,7
11662,173
11663,185
11664,176
11665,41
11666,264
11667,81
11668,105
11669,115
11670,102
11671,98
11672,72
11673,59
11674,2
11675,180
11676,79
11677,25
11678,12
11679,86
11680,233
11681,364
11682,71
11683,189
11684,200
11685,57
11686,3
11687,336
11688,43
11689,34
11690,47
11691,72
11692,79
11693,111
11694,145
11695,118
11696,43
11697,129
11698,387
11699,74
11700,144
11701,163
11702,78
11703,153
11704,243
11705,65
11706,231
11707,25
11708,144
11709,32
11710,202
11711,40
11712,45
11713,187
11714,12
11715,60
11716,26
11717,69
11718,120
11719,87
11720,50
11721,56
11722,159
11723,195
11724,182
11725,69
11726,92
11727,14
11728,267
11729,101
11730,59
11731,4
11732,44
11733,248
11734,92
11735,105
11736,19
11737,50
11738,64
11739,2
11740,61
11741,122
11742,117
11743,56
11744,25
11745,129
11746,27
11747,54
11748,97
11749,368
11750,175
11751,77
11752,90
11753,56
11754,28
11755,32
11756,178
11757,109
11758,160
11759,52
11760,89
11761,63
11762,90
11763,41
11764,225
11765,41
11766,131
11767,124
11768,353
11769,59
11770,23
11771,48
11772,181
11773,79
11774,201
11775,131
11776,144
11777,168
11778,204
11779,145
11780,108
11781,68
11782,56
11783,17
11784,263
11785,1
11786,136
11787,124
11788,173
11789,135
11790,9
11791,37
11792,4
11793,122
11794,124
11795,110
11796,164
11797,5
11798,136
11799,105
11800,90
11801,103
11802,40
11803,66
11804,25
11805,37
11806,117
11807,47
11808,59
11809,178
11810,209
11811,32
11812,185
11813,237
11814,70
11815,59
11816,189
11817,74
11818,58
11819,93
11820,37
11821,67
11822,175
11823,42
11824,14
11825,147
11826,142
11827,55
11828,36
11829,25
11830,13
11831,49
11832,171
11833,1
11834,184
11835,19
11836,69
11837,148
11838,156
11839,153
11840,189
11841,73
11842,296
11843,78
11844,89
11845,53
11846,139
11847,124
11848,277
11849,127
11850,131
11851,94
11852,192
11853,178
11854,29
11855,49
11856,55
11857,75
11858,163
11859,30
11860,30
11861,42
11862,84
11863,100
11864,76
11865,93
11866,78
11867,96
11868,52
11869,84
11870,103
11871,63
11872,35
11873,65
11874,42
11875,148
11876,209
11877,258
11878,144
11879,282
11880,70
11881,5
11882,48
11883,69
11884,97
11885,166
11886,78
11887,127
11888,425
11889,126
11890,46
11891,401
11892,138
11893,133
11894,55
11895,144
11896,91
11897,80
11898,122
11899,32
11900,139
11901,13
11902,78
11903,164
11904,142
11905,313
11906,162
11907,105
11908,117
11909,109
11910,269
11911,123
11912,55
11913,143
11914,28
11915,76
11916,272
11917,10
11918,178
11919,192
11920,49
11921,396
11922,383
11923,77
11924,126
11925,85
11926,210
11927,38
11928,67
11929,71
11930,222
11931,64
11932,96
11933,23
11934,171
11935,54
11936,40
11937,259
11938,18
11939,79
11940,219
11941,173
11942,72
11943,96
11944,23
11945,113
11946,144
11947,29
11948,247
11949,117
11950,176
11951,88
11952,108
11953,28
11954,26
11955,223
11956,40
11957,49
11958,111
11959,59
11960,4
11961,183
11962,57
11963,239
11964,27
11965,179
11966,201
11967,112
11968,13
11969,139
11970,82
11971,189
11972,53
11973,220
11974,37
11975,307
11976,38
11977,68
11978,132
11979,48
11980,71
11981,98
11982,139
11983,111
11984,48
11985,3
11986,100
11987,158
11988,32
11989,55
11990,50
11991,115
11992,231
11993,202
11994,43
11995,207
11996,237
11997,168
11998,127
11999,173
12000,107
12001,27
12002,318
12003,200
12004,14
12005,113
12006,62
12007,229
12008,193
12009,32
12010,172
12011,101
12012,265
12013,24
12014,72
12015,56
12016,72
12017,45
12018,61
12019,106
12020,64
12021,19
12022,240
12023,130
12024,34
12025,31
12026,143
12027,130
12028,182
12029,152
12030,185
12031,154
12032,46
12033,209
12034,255
12035,270
12036,61
12037,136
12038,67
12039,145
12040,107
12041,158
12042,52
12043,116
12044,39
12045,23
12046,217
12047,112
12048,41
12049,305
12050,151
12051,108
12052,171
12053,33
12054,17
12055,127
12056,99
12057,28
12058,66
12059,109
12060,30
12061,25
12062,31
12063,69
12064,19
12065,200
12066,103
12067,1
12068,90
12069,25
12070,15
12071,91
12072,62
12073,27
12074,62
12075,70
12076,103
12077,65
12078,7
12079,83
12080,102
12081,99
12082,227
12083,24
12084,28
12085,95
12086,139
12087,156
12088,105
12089,32
12090,61
12091,53
12092,44
12093,50
12094,130
12095,65
12096,40
12097,38
12098,235
12099,49
12100,305
12101,36
12102,100
12103,110
12104,155
12105,58
12106,30
12107,26
12108,284
12109,307
12110,33
12111,58
12112,169
12113,136
12114,255
12115,91
12116,151
12117,113
12118,13
12119,136
12120,160
12121,72
12122,330
12123,17
12124,133
12125,113
12126,20
12127,1
12128,235
12129,64
12130,39
12131,69
12132,249
12133,377
12134,100
12135,71
12136,49
12137,79
12138,37
12139,270
12140,66
12141,258
12142,204
12143,20
12144,79
12145,64
12146,55
12147,68
12148,129
12149,271
12150,71
12151,26
12152,10
12153,20
12154,76
12155,51
12156,36
12157,15
12158,213
12159,34
12160,238
12161,50
12162,57
12163,28
12164,38
12165,36
12166,111
12167,172
12168,71
12169,172
12170,141
12171,106
12172,361
12173,137
12174,48
12175,169
12176,50
12177,102
12178,53
12179,63
12180,39
12181,42
12182,324
12183,14
12184,224
12185,252
12186,163
12187,57
12188,427
12189,86
12190,109
12191,81
12192,296
12193,58
12194,186
12195,50
12196,232
12197,47
12198,77
12199,20
12200,300
12201,60
12202,236
12203,257
12204,27
12205,96
12206,17
12207,43
12208,43
12209,94
12210,57
12211,58
12212,46
12213,87
12214,181
12215,65
12216,197
12217,407
12218,157
12219,144
12220,43
12221,157
12222,83
12223,312
12224,238
12225,99
12226,108
12227,161
12228,162
12229,8
12230,106
12231,1
12232,21
12233,47
12234,19
12235,161
12236,73
12237,130
12238,220
12239,253
12240,155
12241,250
12242,157
12243,138
12244,103
12245,190
12246,119
12247,278
12248,307
12249,61
12250,145
12251,36
12252,118
12253,149
12254,66
12255,103
12256,4
12257,111
12258,3
12259,163
12260,49
12261,159
12262,24
12263,237
12264,104
12265,96
12266,17
12267,68
12268,57
12269,260
12270,78
12271,125
12272,74
12273,149
12274,108
12275,91
12276,93
12277,51
12278,162
12279,116
12280,102
12281,24
12282,9
12283,39
12284,134
12285,65
12286,6
12287,137
12288,150
12289,135
12290,53
12291,298
12292,199
12293,40
12294,43
12295,1
12296,67
12297,136
12298,152
12299,161
12300,49
12301,164
12302,33
12303,223
12304,243
12305,179
12306,131
12307,141
12308,66
12309,112
12310,69
12311,46
12312,56
12313,76
12314,104
12315,37
12316,34
12317,35
12318,131
12319,58
12320,109
12321,64
12322,59
12323,322
12324,66
12325,164
12326,189
12327,66
12328,116
12329,108
12330,9
12331,47
12332,49
12333,208
12334,149
12335,127
12336,87
12337,24
12338,87
12339,226
12340,161
12341,153
12342,124
12343,62
12344,31
12345,56
12346,60
12347,84
12348,129
12349,95
12350,231
12351,215
12352,24
12353,83
12354,83
12355,62
12356,56
12357,16
12358,189
12359,2
12360,28
12361,94
12362,36
12363,30
12364,177
12365,78
12366,139
12367,89
12368,113
12369,59
12370,8
12371,81
12372,17
12373,171
12374,150
12375,32
12376,12
12377,217
12378,38
12379,163
12380,64
12381,38
12382,275
12383,63
12384,63
12385,151
12386,115
12387,35
12388,60
12389,94
12390,222
12391,169
12392,57
12393,335
12394,51
12395,119
12396,45
12397,123
12398,47
12399,93
12400,3
12401,119
12402,71
12403,6
12404,66
12405,49
12406,89
12407,262
12408,173
12409,13
12410,289
12411,81
12412,9
12413,336
12414,66
12415,22
12416,266
12417,90
12418,165
12419,249
12420,10
12421,286
12422,68
12423,311
12424,41
12425,96
12426,50
12427,243
12428,46
12429,28
12430,128
12431,160
12432,81
12433,78
12434,13
12435,252
12436,51
12437,227
12438,99
12439,1
12440,157
12441,116
12442,56
12443,114
12444,163
12445,57
12446,164
12447,177
12448,69
12449,64
12450,241
12451,44
12452,101
12453,109
12454,205
12455,249
12456,217
12457,100
12458,56
12459,227
12460,89
12461,48
12462,127
12463,118
12464,15
12465,47
12466,83
12467,420
12468,54
12469,34
12470,28
12471,188
12472,177
12473,34
12474,91
12475,120
12476,52
12477,54
